OrderID,OrderDate,UnitCost,Price,OrderQty,CostOfSales,Sales,Profit,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
1116,10/25/2012,115.585840255743,299.9,18,2080.54512460338,5398.2,3317.65487539662,Store,North America Holiday Promotion,WWI Desktop PC1.80 E1802 White,Wide World Importers,Desktops,Computers,North America,Littleton,United States
1685,3/10/2012,167.287988366726,299.9,18,3011.18379060107,5398.2,2387.01620939893,Store,European Spring Promotion,WWI Desktop PC1.80 E1802 White,Wide World Importers,Desktops,Computers,Europe,Bamberg,Germany
143,4/10/2012,6.41677443059442,143.4,5,32.0838721529721,717,684.916127847028,Store,No Discount,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,Televisions,TV and Video,Europe,Ljubljana,Slovenia
639,2/8/2012,35.1236045216471,143.4,4,140.494418086589,552.09,411.595581913412,Store,North America Spring Promotion,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,Televisions,TV and Video,North America,Alexandria,United States
935,7/12/2014,8.20194874737405,143.4,20,164.038974947481,2868,2703.96102505252,Store,No Discount,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,Televisions,TV and Video,Asia,Damascus,Syria
7165,10/6/2014,187.004341983093,410,13,2431.0564457802,5002,2570.9435542198,Store,North America Holiday Promotion,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Minden,United States
1132,3/11/2014,121.605273847911,410,12,1459.26328617493,4920,3460.73671382507,Reseller,European Spring Promotion,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Paris,France
201,1/6/2012,49.6664448118249,143.4,4,198.665779247299,566.43,367.764220752701,Store,North America Spring Promotion,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Televisions,TV and Video,North America,Round Rock,United States
1237,7/8/2013,26.5114632060392,143.4,12,318.13755847247,1663.44,1345.30244152753,Store,North America Back-to-School Promotion,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Televisions,TV and Video,North America,Greeley,United States
7166,12/21/2011,261.210933791322,588,18,4701.7968082438,10466.4,5764.6031917562,Store,North America Spring Promotion,"A. Datum SLR Camera 35"" X358 Silver Grey",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Appleton,United States
7736,5/1/2013,383.708262820681,588,10,3837.08262820681,5880,2042.91737179319,Store,No Discount,"A. Datum SLR Camera 35"" X358 Silver Grey",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Cedar Park,United States
7293,5/16/2014,28.5259993153137,200,20,570.519986306275,4000,3429.48001369373,Catalog,No Discount,"Adventure Works 20"" Analog CRT TV E45 Silver",Adventure Works,Televisions,TV and Video,North America,North Harford,United States
1174,7/18/2012,27.6086187560709,200,6,165.651712536426,1120,954.348287463575,Store,North America Back-to-School Promotion,"Adventure Works 20"" Analog CRT TV E45 Silver",Adventure Works,Televisions,TV and Video,North America,Greenville,United States
7169,2/5/2013,105.756262292556,289.99,9,951.806360633002,2377.918,1426.111639367,Store,Asian Spring Promotion,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Hong Kong,China
892,12/6/2011,163.766494318944,289.99,9,1473.89844887049,2580.911,1107.01255112951,Store,North America Spring Promotion,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Grand Prairie,United States
1141,5/27/2013,24.5757885101724,289.99,10,245.757885101724,2899.9,2654.14211489828,Store,No Discount,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Quincy,United States
1574,6/7/2012,92.5805947232784,289.99,12,1110.96713667934,3421.882,2310.91486332066,Store,North America Back-to-School Promotion,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Old Saybrook,United States
1419,11/16/2014,129.607662016081,200,26,3369.79921241811,5120,1750.20078758189,Store,North America Holiday Promotion,"Adventure Works 20"" Analog CRT TV E45 Black",Adventure Works,Televisions,TV and Video,North America,Green Bay,United States
7171,7/28/2012,27.5795822806404,77.99,4,110.318329122562,296.362,186.043670877438,Store,European Back-to-Scholl Promotion,Contoso Genuine Leather Grip Belt E322 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,West Yorkshire,United Kingdom
298,4/28/2013,23.5799703536139,77.99,10,235.799703536139,779.9,544.100296463861,Online,No Discount,Contoso Genuine Leather Grip Belt E322 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Bethesda,United States
7172,6/20/2013,194.67562918276,301,12,2336.10755019313,3612,1275.89244980688,Catalog,North America Back-to-School Promotion,Contoso Sharp Touch Screen Phones M910 Black,"Contoso, Ltd",Touch Screen Phones ,Cell phones,North America,North Harford,United States
771,5/15/2012,32.0725424377226,200,10,320.725424377226,2000,1679.27457562277,Online,No Discount,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Televisions,TV and Video,North America,Bethesda,United States
7173,12/10/2012,5.85683463624463,11.9,8,46.854677089957,92.82,45.965322910043,Store,European Holiday Promotion,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Bamberg,Germany
7217,11/26/2012,5.38145422679399,11.9,4,21.525816907176,42.84,21.314183092824,Store,European Holiday Promotion,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Nantes,France
656,10/1/2014,2.32108512163164,11.9,16,37.1373619461062,188.02,150.882638053894,Online,European Holiday Promotion,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Berlin,Germany
1468,4/28/2013,11.0794612559933,11.9,10,110.794612559933,119,8.20538744006707,Reseller,No Discount,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Paris,France
1244,9/20/2012,289.482864984995,349.95,20,5789.65729969989,6999,1209.34270030011,Reseller,No Discount,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Televisions,TV and Video,Asia,Beijing,China
7174,2/3/2013,5.8743908557958,46.99,9,52.8695177021622,385.318,332.448482297838,Store,Asian Spring Promotion,Contoso In front of Centrex L15 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Tokyo,Japan
7175,7/30/2012,238.527820793321,329,9,2146.75038713989,2895.2,748.449612860107,Store,European Back-to-Scholl Promotion,Contoso Home Theater System 4.1 Channel M1410 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Stockport,United Kingdom
7179,11/10/2012,17.6289052104532,109,26,458.351535471783,2768.6,2310.24846452822,Reseller,North America Holiday Promotion,SV 16xDVD M330 Silver,Southridge Video,VCD & DVD,TV and Video,North America,Seattle,United States
7180,6/8/2013,272.475319075015,300,12,3269.70382890017,3480,210.296171099826,Store,North America Back-to-School Promotion,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Touch Screen Phones ,Cell phones,North America,Beaumont,United States
1109,2/27/2013,36.9920978920995,300,12,443.905174705194,3558,3114.09482529481,Reseller,European Spring Promotion,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Paris,France
7181,4/2/2014,30.0903805803118,79,9,270.813425222807,663.6,392.786574777193,Store,Asian Spring Promotion,SV 4GB Laptop Memory M65 Blue,Southridge Video,Computers Accessories,Computers,Asia,Bishkek,Kyrgyzstan
829,11/1/2012,20.7097045888578,79,13,269.226159655152,991.45,722.223840344848,Store,Asian Holiday Promotion,SV 4GB Laptop Memory M65 Blue,Southridge Video,Computers Accessories,Computers,Asia,New Delhi,India
8,3/15/2013,310.946932385552,499.99,9,2798.52239146996,4399.912,1601.38960853004,Online,Asian Spring Promotion,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Televisions,TV and Video,Asia,Beijing,China
7182,5/14/2014,181.581768933263,329,12,2178.98122719916,3948,1769.01877280084,Online,Asian Summer Promotion,Contoso Home Theater System 2.1 Channel M1210 Black,"Contoso, Ltd",Home Theater System,TV and Video,Asia,Beijing,China
353,10/12/2012,168.32267098211,329,13,2188.19472276743,4128.95,1940.75527723257,Store,Asian Holiday Promotion,Contoso Home Theater System 2.1 Channel M1210 Black,"Contoso, Ltd",Home Theater System,TV and Video,Asia,Ashgabat,Turkmenistan
7183,9/25/2014,197.194747440476,219,20,3943.89494880952,4380,436.105051190477,Store,No Discount,SV Car Video AM/FM E1001 Brown,Southridge Video,Car Video,TV and Video,North America,Fort Atkinson,United States
7184,5/8/2012,148.81031968938,482,24,3571.44767254512,11423.4,7851.95232745488,Online,Asian Summer Promotion,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China
7518,5/27/2012,435.912162322262,482,10,4359.12162322262,4820,460.878376777378,Store,No Discount,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Ithaca,United States
149,8/25/2014,194.359963468504,482,12,2332.31956162205,5784,3451.68043837795,Store,North America Back-to-School Promotion,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Sunnyside,United States
828,7/13/2012,23.420905176672,482,12,281.050862120064,5591.2,5310.14913787994,Online,North America Back-to-School Promotion,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States
7185,5/19/2012,1.93644410405182,328,10,19.3644410405182,3280,3260.63555895948,Catalog,No Discount,"Fabrikam SLR Camera 35"" M358 Grey","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,North Harford,United States
343,4/15/2012,153.11434245757,328,5,765.571712287848,1640,874.428287712152,Store,No Discount,"Fabrikam SLR Camera 35"" M358 Grey","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Seattle,United States
1496,12/8/2013,26.15638133604,299.99,9,235.40743202436,2699.91,2464.50256797564,Store,North America Spring Promotion,"Adventure Works 15.6"" LCD TV M130W Black",Adventure Works,Televisions,TV and Video,North America,Plano,United States
7186,7/20/2012,128.070665182291,436.2,12,1536.84798218749,5147.16,3610.31201781251,Store,North America Back-to-School Promotion,"Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Tallahassee,United States
7415,4/12/2012,263.958776411781,436.2,10,2639.58776411781,4362,1722.41223588219,Online,No Discount,"Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Europe,Berlin,Germany
522,7/28/2013,131.570839625325,436.2,10,1315.70839625325,4362,3046.29160374675,Store,No Discount,"Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Asia,Sapporo,Japan
1243,6/12/2012,115.277561645216,436.2,24,2766.66147948519,10468.8,7702.13852051481,Online,No Discount,"Fabrikam SLR Camera 35"" X358 Orange","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
7187,10/29/2012,51.8428170553737,380,13,673.956621719858,4883,4209.04337828014,Store,Asian Holiday Promotion,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Sydney,Australia
1365,11/8/2014,75.0085700542915,380,6,450.051420325749,2204,1753.94857967425,Online,North America Holiday Promotion,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Bethesda,United States
637,10/16/2014,917.717999967302,2899.99,8,7341.74399973841,22619.922,15278.1780002616,Online,European Holiday Promotion,"Adventure Works 52"" LCD HDTV X590 Silver",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
7192,1/18/2012,311.13688105279,369,27,8400.69578842533,9963,1562.30421157467,Store,North America Spring Promotion,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Desktops,Computers,North America,Sedalia,United States
744,6/8/2014,1856.38490381898,2899.99,10,18563.8490381898,28999.9,10436.0509618102,Online,No Discount,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
7196,4/25/2013,88.9464428903565,219,10,889.464428903565,2190,1300.53557109644,Store,No Discount,SV DVD Recorder L230 Grey,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Charlottesville,United States
7197,10/31/2014,105.626103623222,299,13,1373.13934710189,3767.4,2394.26065289811,Online,North America Holiday Promotion,Proseware Screen 113in X1609 Silver,"Proseware, Inc.",Projectors & Screens,Computers,North America,Bethesda,United States
91,11/18/2013,20.0515111102929,299,8,160.412088882343,2212.6,2052.18791111766,Online,European Holiday Promotion,Proseware Screen 113in X1609 Silver,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Berlin,Germany
7370,11/1/2014,451.386912665347,1184.97,13,5868.0298646495,14456.634,8588.6041353505,Store,North America Holiday Promotion,"Adventure Works 40"" LCD HDTV M690 Black",Adventure Works,Televisions,TV and Video,North America,Stoughton,United States
932,5/29/2014,397.039092523666,1184.97,12,4764.46911028399,14101.143,9336.67388971601,Store,Asian Summer Promotion,"Adventure Works 40"" LCD HDTV M690 Black",Adventure Works,Televisions,TV and Video,Asia,Ashgabat,Turkmenistan
952,2/26/2013,674.093147268006,1184.97,9,6066.83832541205,10605.4815,4538.64317458795,Store,North America Spring Promotion,"Adventure Works 40"" LCD HDTV M690 Black",Adventure Works,Televisions,TV and Video,North America,La Porte,United States
7198,11/23/2013,142.211909167602,258,13,1848.75481917882,3250.8,1402.04518082118,Store,North America Holiday Promotion,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,The Phone Company,Touch Screen Phones ,Cell phones,North America,Plano,United States
7332,2/7/2013,75.834434669878,258,9,682.509912028902,2270.4,1587.8900879711,Store,North America Spring Promotion,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,The Phone Company,Touch Screen Phones ,Cell phones,North America,Worcester,United States
230,10/15/2014,219.879506762066,258,13,2858.43358790686,3199.2,340.766412093141,Store,North America Holiday Promotion,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,The Phone Company,Touch Screen Phones ,Cell phones,North America,Trenton,United States
7201,3/3/2012,55.1353362393938,99,4,220.541344957575,391.05,170.508655042425,Store,North America Spring Promotion,Proseware LCD15 E103 White,"Proseware, Inc.",Monitors,Computers,North America,Snoqualmie,United States
248,10/31/2013,88.6753057854779,99,13,1152.77897521121,1287,134.221024788787,Reseller,Asian Holiday Promotion,Proseware LCD15 E103 White,"Proseware, Inc.",Monitors,Computers,Asia,Beijing,China
7203,4/25/2012,0.575387414455587,4.06,100,57.5387414455587,406,348.461258554441,Catalog,No Discount,Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,North Harford,United States
7314,5/16/2013,1.16881715696456,4.06,200,233.763431392911,812,578.236568607089,Store,No Discount,Contoso Original K1m Li-Ion Standard Battery E170 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,Europe,Knotty Ash,United Kingdom
602,12/14/2012,318.352432920677,469.97,8,2546.81946336542,3477.778,930.958536634581,Reseller,European Holiday Promotion,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Televisions,TV and Video,Europe,Paris,France
1649,8/31/2013,70.8333277580819,469.97,18,1274.99989964547,8318.469,7043.46910035453,Online,European Back-to-Scholl Promotion,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
7204,7/8/2012,7.97601036006131,13,6,47.8560621603679,75.4,27.5439378396322,Store,North America Back-to-School Promotion,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Computers Accessories,Computers,North America,Holyoke,United States
7333,4/3/2012,7.47405604711209,13,5,37.3702802355604,65,27.6297197644396,Catalog,No Discount,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Computers Accessories,Computers,North America,North Harford,United States
662,2/12/2012,10.5707303765157,13,4,42.2829215060627,49.4,7.11707849393735,Store,North America Spring Promotion,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Computers Accessories,Computers,North America,Milwaukee,United States
1164,1/5/2013,12.3245432099341,13,9,110.920888889407,116.35,5.42911111059286,Store,North America Spring Promotion,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Computers Accessories,Computers,North America,Queen Anne's County,United States
1305,9/28/2012,40.3271236968539,469.97,8,322.616989574831,3477.778,3155.16101042517,Store,European Holiday Promotion,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Televisions,TV and Video,Europe,Berne,Switzerland
7205,10/31/2012,23.9577465565807,39.99,13,311.450705235549,511.872,200.421294764451,Store,North America Holiday Promotion,Contoso Electronic Private Automatic Branch Exchange M90 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Plattsburgh,United States
77,9/5/2013,2.20412856556372,39.99,8,17.6330285245097,295.926,278.29297147549,Online,European Holiday Promotion,Contoso Electronic Private Automatic Branch Exchange M90 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Berlin,Germany
290,9/21/2014,145.396739949931,469.97,30,4361.90219849793,14099.1,9737.19780150207,Reseller,No Discount,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,Televisions,TV and Video,North America,Seattle,United States
386,3/27/2013,57.3799611918321,469.97,10,573.799611918321,4699.7,4125.90038808168,Store,No Discount,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,Televisions,TV and Video,North America,Winchester,United States
1772,1/12/2013,210.208984846257,469.97,24,5045.01563631016,11016.0968,5971.08116368984,Reseller,European Spring Promotion,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,Televisions,TV and Video,Europe,Paris,France
7206,11/7/2012,39.5237139797296,165,6,237.142283878378,924,686.857716121623,Store,North America Holiday Promotion,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Elmira,United States
7321,3/27/2012,54.4373299906968,165,5,272.186649953484,825,552.813350046516,Catalog,No Discount,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,North Harford,United States
1085,10/7/2013,12.795144694674,165,13,166.336881030762,2013,1846.66311896924,Online,North America Holiday Promotion,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States
1316,4/23/2013,161.576214952514,165,10,1615.76214952514,1650,34.2378504748644,Store,No Discount,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Orange,United States
862,9/28/2014,357.565690160926,469.97,8,2860.52552128741,3665.766,805.240478712593,Reseller,European Holiday Promotion,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Televisions,TV and Video,Europe,Paris,France
1232,3/3/2013,133.90914030683,469.97,9,1205.18226276147,4182.733,2977.55073723853,Store,North America Spring Promotion,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Televisions,TV and Video,North America,Falmouth,United States
7208,9/12/2014,118.572840838628,290,10,1185.72840838628,2900,1714.27159161372,Store,No Discount,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",The Phone Company,Touch Screen Phones ,Cell phones,North America,Longview,United States
7218,3/17/2013,101.39891600723,290,10,1013.9891600723,2900,1886.0108399277,Store,No Discount,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",The Phone Company,Touch Screen Phones ,Cell phones,North America,Castle Rock,United States
128,1/5/2014,77.0988960216217,290,9,693.890064194596,2566.5,1872.6099358054,Catalog,North America Spring Promotion,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",The Phone Company,Touch Screen Phones ,Cell phones,North America,North Harford,United States
575,6/14/2012,142.393764047073,290,24,3417.45033712975,6960,3542.54966287025,Store,No Discount,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",The Phone Company,Touch Screen Phones ,Cell phones,Asia,Damascus,Syria
7210,2/2/2013,0.352101673035199,0.95,12,4.22522007642239,11.134,6.90877992357761,Store,European Spring Promotion,SV USB Data Cable E600 Pink,Southridge Video,Computers Accessories,Computers,Europe,Nice,France
7578,9/19/2013,0.938788009890365,0.95,10,9.38788009890365,9.5,0.112119901096351,Store,No Discount,SV USB Data Cable E600 Pink,Southridge Video,Computers Accessories,Computers,North America,Hoboken,United States
7213,11/18/2013,12.2894394517405,25.5,8,98.3155156139241,198.9,100.584484386076,Store,European Holiday Promotion,Contoso Home/Office Laptop Power Adapter E300 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Bamberg,Germany
7214,2/17/2013,236.961794291414,312,9,2132.65614862273,2745.6,612.943851377273,Store,North America Spring Promotion,A. Datum SLR Camera M140 Pink,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Queens,United States
997,6/8/2012,32.1466770650359,312,6,192.880062390216,1747.2,1554.31993760978,Store,North America Back-to-School Promotion,A. Datum SLR Camera M140 Pink,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Trenton,United States
1760,5/1/2013,0.242462173399102,312,36,8.72863824236768,11044.8,11036.0713617576,Online,Asian Summer Promotion,A. Datum SLR Camera M140 Pink,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
7215,4/2/2012,17.7210952136213,26.9,5,88.6054760681066,134.5,45.8945239318934,Store,No Discount,Contoso Bright Light battery E20 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Leominster,United States
7616,5/30/2012,6.74192549916325,26.9,5,33.7096274958162,134.5,100.790372504184,Store,No Discount,Contoso Bright Light battery E20 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Longview,United States
141,4/24/2012,12.5229611375619,26.9,5,62.6148056878093,134.5,71.8851943121907,Store,No Discount,Contoso Bright Light battery E20 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Redmond,United States
7216,8/30/2012,111.69181424411,219,9,1005.22632819699,1949.1,943.873671803011,Online,European Back-to-Scholl Promotion,SV DVD Recorder L220 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
7376,4/15/2014,222.727167691393,1592.2,10,2227.27167691393,15922,13694.7283230861,Catalog,No Discount,"Adventure Works 52"" LCD HDTV X790W Brown",Adventure Works,Televisions,TV and Video,North America,North Harford,United States
7222,3/24/2012,137.066921944814,293,24,3289.60612667554,7032,3742.39387332446,Online,European Spring Promotion,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Berlin,Germany
7648,12/20/2011,33.4681848990453,69,16,535.490958384725,1086.75,551.259041615275,Catalog,North America Spring Promotion,SV 8xDVD E100 Black,Southridge Video,VCD & DVD,TV and Video,North America,North Harford,United States
7223,4/22/2012,685.864488538048,999,20,13717.2897707609,19980,6262.71022923905,Reseller,No Discount,Proseware Projector 720p DLP56 White,"Proseware, Inc.",Projectors & Screens,Computers,North America,Seattle,United States
7224,10/13/2012,38.0824083625249,50.99,13,495.071308712823,642.474,147.402691287177,Store,North America Holiday Promotion,Contoso Optical USB Mouse M45 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Spokane,United States
972,12/5/2012,43.0368285850886,50.99,9,387.331457265798,456.3605,69.0290427342022,Store,North America Spring Promotion,Contoso Optical USB Mouse M45 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Tallahassee,United States
541,12/20/2012,22.1552004967985,119,13,288.017606458381,1475.6,1187.58239354162,Store,Asian Holiday Promotion,SV 16xDVD M320 Black,Southridge Video,VCD & DVD,TV and Video,Asia,New Delhi,India
651,5/26/2012,102.127772939362,119,10,1021.27772939362,1190,168.722270606383,Store,No Discount,SV 16xDVD M320 Black,Southridge Video,VCD & DVD,TV and Video,North America,Loveland,United States
7225,8/11/2014,56.0394426157961,160,18,1008.70996708433,2816,1807.29003291567,Online,European Back-to-Scholl Promotion,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Berlin,Germany
7226,10/31/2014,21.3488926351883,68,13,277.535604257448,884,606.464395742552,Store,North America Holiday Promotion,Contoso Lens Adapter M450 Grey,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Sebring,United States
97,2/11/2014,14.1028691679716,99,18,253.851645023489,1762.2,1508.34835497651,Store,North America Spring Promotion,SV 16xDVD E340 Black,Southridge Video,VCD & DVD,TV and Video,North America,Kennebunkport,United States
330,6/7/2014,73.1601617728998,99,24,1755.8438825496,2376,620.156117450405,Store,No Discount,SV 16xDVD E340 Black,Southridge Video,VCD & DVD,TV and Video,Asia,Taipei,Taiwan
7227,12/10/2013,102.897945000294,230.9,6,617.387670001763,1281.495,664.107329998237,Online,Asian Holiday Promotion,Contoso Laptop Keyboard X105 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
7230,1/28/2012,146.663886686825,165,8,1173.3110934946,1089,-84.311093494596,Online,Asian Spring Promotion,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
1453,2/23/2012,45.7296915378093,165,6,274.378149226856,990,715.621850773144,Store,European Spring Promotion,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Ramstein,Germany
730,12/13/2012,17.0133757221949,89.9,9,153.120381499754,800.11,646.989618500246,Store,North America Spring Promotion,SV 8xDVD E120 Black,Southridge Video,VCD & DVD,TV and Video,North America,Montclair,United States
989,8/8/2012,66.9969439730513,89.9,6,401.981663838308,521.42,119.438336161692,Store,North America Back-to-School Promotion,SV 8xDVD E120 Black,Southridge Video,VCD & DVD,TV and Video,North America,Kennebunkport,United States
7231,12/15/2013,2.98978655408956,41.99,52,155.468900812657,2151.9875,1996.51859918734,Reseller,Asian Holiday Promotion,SV PCI Network Adapter E904 Silver,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
695,4/16/2013,32.1067976177829,41.99,10,321.067976177829,419.9,98.8320238221705,Store,No Discount,SV PCI Network Adapter E904 Silver,Southridge Video,Computers Accessories,Computers,North America,San Antonio,United States
696,3/20/2013,41.6643273943496,41.99,9,374.978946549146,361.114,-13.8649465491462,Reseller,Asian Spring Promotion,SV PCI Network Adapter E904 Silver,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
7232,4/9/2012,44.6542698241765,90,5,223.271349120883,450,226.728650879117,Store,No Discount,Adventure Works CRT15 E101 Black,Adventure Works,Monitors,Computers,North America,Pasadena,United States
7233,5/27/2012,48.1599734719018,566,10,481.599734719018,5660,5178.40026528098,Store,No Discount,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Houston,United States
7234,5/11/2012,125.010026160438,289.99,10,1250.10026160438,2899.9,1649.79973839562,Store,No Discount,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Minden,United States
